1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
45487,2015,3,11,6,1,66,137,113,85,-14,45,1025,-4,NW,0.89,0,0
45488,2015,3,11,7,1,68,60,52,31,-15,39,1026,-3,NW,2.68,0,0
45489,2015,3,11,8,1,26,49,34,31,-19,19,1026,2,NE,4.02,0,0
45490,2015,3,11,9,1,22,27,25,17,-20,15,1027,4,NE,9.83,0,0
45491,2015,3,11,10,1,NA,14,7,6,-21,13,1026,5,NE,14.75,0,0
45492,2015,3,11,11,1,NA,13,15,16,-21,11,1026,7,cv,3.13,0,0
45493,2015,3,11,12,1,11,19,9,11,-20,12,1025,7,SE,3.13,0,0
45494,2015,3,11,13,1,10,15,18,14,-22,9,1024,8,SE,6.26,0,0
45495,2015,3,11,14,1,14,16,22,15,-21,10,1022,9,cv,1.79,0,0
45496,2015,3,11,15,1,14,21,26,18,-21,9,1021,10,cv,3.58,0,0
45497,2015,3,11,16,1,16,21,19,15,-21,8,1020,12,cv,4.47,0,0
45498,2015,3,11,17,1,22,25,20,18,-21,9,1020,10,SE,4.92,0,0
45499,2015,3,11,18,1,23,30,29,23,-21,10,1020,8,SE,8.05,0,0
45500,2015,3,11,19,1,32,34,32,33,-20,12,1020,7,SE,11.18,0,0
45501,2015,3,11,20,1,47,48,44,39,-19,14,1020,6,SE,14.31,0,0
45502,2015,3,11,21,1,51,63,57,44,-19,14,1020,6,SE,17.44,0,0
45503,2015,3,11,22,1,65,91,60,55,-17,18,1020,5,SE,20.57,0,0
45504,2015,3,11,23,1,82,85,79,76,-16,21,1020,4,SE,23.7,0,0
45505,2015,3,12,0,1,89,82,82,77,-14,25,1020,4,SE,27.72,0,0
45506,2015,3,12,1,1,75,81,74,73,-13,29,1019,3,SE,30.85,0,0
45507,2015,3,12,2,1,81,89,77,74,-13,31,1019,2,SE,32.64,0,0
45508,2015,3,12,3,1,90,94,82,81,-12,39,1018,0,NE,1.79,0,0
45509,2015,3,12,4,1,90,94,79,83,-10,50,1018,-1,NE,3.58,0,0
45510,2015,3,12,5,1,84,100,86,93,-11,50,1018,-2,cv,0.89,0,0
45511,2015,3,12,6,1,88,110,96,94,-10,62,1018,-4,NW,0.89,0,0
45512,2015,3,12,7,1,89,114,104,88,-10,62,1018,-4,NE,0.89,0,0
45513,2015,3,12,8,1,86,136,98,85,-12,32,1018,3,NW,3.13,0,0
45514,2015,3,12,9,1,90,106,96,89,-13,27,1018,4,cv,0.89,0,0
45515,2015,3,12,10,1,85,116,98,78,-12,26,1018,6,cv,1.78,0,0
45516,2015,3,12,11,1,79,111,85,86,-13,20,1017,8,cv,2.67,0,0
45517,2015,3,12,12,1,74,84,80,63,-15,15,1016,10,cv,4.46,0,0
45518,2015,3,12,13,1,57,58,49,47,-16,12,1015,12,cv,6.25,0,0
45519,2015,3,12,14,1,43,45,40,42,-18,9,1014,13,cv,7.14,0,0
45520,2015,3,12,15,1,52,44,50,30,-18,9,1013,13,SE,3.13,0,0
45521,2015,3,12,16,1,53,50,50,46,-18,9,1013,13,cv,1.79,0,0
45522,2015,3,12,17,1,51,64,62,59,-18,10,1013,12,SE,1.79,0,0
45523,2015,3,12,18,1,64,70,65,75,-16,13,1014,11,cv,1.79,0,0
45524,2015,3,12,19,1,72,98,80,90,-14,18,1015,9,SE,1.79,0,0
45525,2015,3,12,20,1,87,104,93,86,-11,24,1016,8,SE,3.58,0,0
45526,2015,3,12,21,1,82,114,79,84,-10,32,1017,5,SE,4.47,0,0
45527,2015,3,12,22,1,98,125,94,111,-10,28,1018,7,SE,8.49,0,0
45528,2015,3,12,23,1,122,144,118,125,-4,55,1018,4,SE,11.62,0,0
45529,2015,3,13,0,1,123,155,143,146,-6,51,1019,3,SE,13.41,0,0
45530,2015,3,13,1,1,137,142,136,134,-4,64,1019,2,SE,15.2,0,0
45531,2015,3,13,2,1,122,136,122,123,-6,74,1019,-2,NE,0.89,0,0
45532,2015,3,13,3,1,114,133,112,110,-5,79,1019,-2,NW,0.89,0,0
45533,2015,3,13,4,1,105,130,106,111,-4,86,1019,-2,NE,0.89,0,0
45534,2015,3,13,5,1,104,129,103,126,-5,79,1020,-2,NW,0.89,0,0
45535,2015,3,13,6,1,113,142,104,130,-6,74,1020,-2,cv,0.45,0,0
45536,2015,3,13,7,1,121,153,113,155,-6,79,1021,-3,NW,1.79,0,0
45537,2015,3,13,8,1,134,149,129,118,-5,59,1023,2,NW,5.81,0,0
45538,2015,3,13,9,1,66,71,66,40,-17,17,1023,6,NE,4.92,0,0
45539,2015,3,13,10,1,32,32,29,26,-18,13,1024,8,NE,9.84,0,0
45540,2015,3,13,11,1,21,25,26,17,-19,11,1024,9,NE,14.76,0,0
45541,2015,3,13,12,1,23,22,29,21,-20,10,1023,10,NE,18.78,0,0
45542,2015,3,13,13,1,26,23,29,17,-19,9,1022,12,NE,21.91,0,0
45543,2015,3,13,14,1,15,17,26,9,-20,8,1022,12,cv,1.79,0,0
45544,2015,3,13,15,1,14,13,20,18,-21,8,1021,12,NE,1.79,0,0
45545,2015,3,13,16,1,18,16,24,16,-21,8,1021,12,SE,1.79,0,0
45546,2015,3,13,17,1,24,21,24,12,-21,8,1021,12,cv,0.89,0,0
45547,2015,3,13,18,1,23,29,16,27,-20,10,1021,10,SE,1.79,0,0
45548,2015,3,13,19,1,32,37,29,34,-20,10,1022,9,SE,4.92,0,0
45549,2015,3,13,20,1,39,45,36,41,-18,13,1023,8,SE,6.71,0,0
45550,2015,3,13,21,1,39,70,42,41,-10,37,1023,3,SE,7.6,0,0
45551,2015,3,13,22,1,55,106,68,96,-4,55,1025,4,SE,10.73,0,0
45552,2015,3,13,23,1,97,98,92,92,-4,64,1026,2,SE,13.86,0,0
45553,2015,3,14,0,1,84,81,73,70,-5,59,1026,2,SE,16.99,0,0
45554,2015,3,14,1,1,74,69,73,67,-5,64,1026,1,SE,20.12,0,0
45555,2015,3,14,2,1,67,62,63,62,-5,64,1026,1,SE,21.91,0,0
45556,2015,3,14,3,1,57,56,51,59,-5,64,1025,1,cv,0.89,0,0
45557,2015,3,14,4,1,57,55,52,54,-6,59,1025,1,cv,1.78,0,0
45558,2015,3,14,5,1,54,60,53,56,-5,64,1024,1,SE,1.79,0,0
45559,2015,3,14,6,1,60,66,59,67,-5,64,1024,1,cv,0.89,0,0
45560,2015,3,14,7,1,61,75,69,74,-5,64,1024,1,SE,0.89,0,0
45561,2015,3,14,8,1,68,80,77,82,-5,64,1024,1,cv,0.89,0,0
45562,2015,3,14,9,1,76,84,84,84,-4,64,1024,2,cv,1.78,0,0
45563,2015,3,14,10,1,90,103,96,99,-4,59,1024,3,NW,1.79,0,0
45564,2015,3,14,11,1,104,124,106,116,-4,59,1023,3,SE,1.79,0,0
45565,2015,3,14,12,1,116,153,114,124,-5,48,1021,5,SE,3.58,0,0
45566,2015,3,14,13,1,133,147,132,131,-5,42,1020,7,SE,6.71,0,0
45567,2015,3,14,14,1,133,135,124,120,-6,34,1018,9,SE,10.73,0,0
45568,2015,3,14,15,1,115,118,114,107,-7,29,1016,10,SE,13.86,0,0
45569,2015,3,14,16,1,120,126,113,112,-7,27,1016,11,SE,16.99,0,0
45570,2015,3,14,17,1,119,125,115,120,-7,29,1015,10,SE,18.78,0,0
45571,2015,3,14,18,1,142,133,124,119,-7,31,1016,9,SE,20.57,0,0
45572,2015,3,14,19,1,147,145,123,144,-8,31,1016,8,cv,0.89,0,0
45573,2015,3,14,20,1,144,156,128,135,-8,33,1017,7,cv,1.78,0,0
45574,2015,3,14,21,1,142,137,127,163,-7,41,1017,5,NW,0.89,0,0
45575,2015,3,14,22,1,182,185,142,165,-7,47,1017,3,NW,2.68,0,0
45576,2015,3,14,23,1,165,182,166,162,-7,51,1017,2,NW,4.47,0,0
45577,2015,3,15,0,1,160,174,155,162,-7,51,1018,2,NW,6.26,0,0
45578,2015,3,15,1,1,149,158,143,154,-6,51,1018,3,NW,8.05,0,0
45579,2015,3,15,2,1,149,160,144,150,-6,55,1018,2,cv,0.89,0,0
45580,2015,3,15,3,1,134,169,138,148,-6,59,1017,1,cv,1.78,0,0
45581,2015,3,15,4,1,98,183,127,149,-7,55,1018,1,cv,2.67,0,0
45582,2015,3,15,5,1,93,217,157,171,-6,68,1018,-1,NE,1.79,0,0
45583,2015,3,15,6,1,101,217,172,187,-6,68,1019,-1,NE,3.58,0,0
45584,2015,3,15,7,1,100,220,179,191,-6,74,1019,-2,SE,1.79,0,0
45585,2015,3,15,8,1,118,NA,155,155,-4,59,1020,3,cv,0.89,0,0
45586,2015,3,15,9,1,82,151,78,83,-7,33,1020,8,NW,1.79,0,0
45587,2015,3,15,10,1,70,82,93,89,-16,12,1019,12,cv,1.79,0,0
45588,2015,3,15,11,1,81,124,103,91,-17,10,1019,13,cv,2.68,0,0
45589,2015,3,15,12,1,75,77,83,59,-17,9,1018,15,cv,4.47,0,0
45590,2015,3,15,13,1,56,65,74,60,-14,10,1016,17,SE,4.02,0,0
45591,2015,3,15,14,1,57,71,55,58,-14,10,1015,17,SE,8.94,0,0
45592,2015,3,15,15,1,91,93,89,89,-15,9,1014,17,SE,16.09,0,0
45593,2015,3,15,16,1,80,102,86,77,-13,11,1014,17,SE,23.24,0,0
45594,2015,3,15,17,1,73,89,87,80,-12,13,1014,16,SE,28.16,0,0
45595,2015,3,15,18,1,80,89,90,80,-12,14,1014,15,SE,33.08,0,0
45596,2015,3,15,19,1,87,101,96,88,-12,17,1014,12,SE,36.21,0,0
45597,2015,3,15,20,1,107,111,102,108,-11,17,1015,13,SE,39.34,0,0
45598,2015,3,15,21,1,125,135,120,129,-10,20,1015,12,SE,42.47,0,0
45599,2015,3,15,22,1,145,152,136,137,-9,25,1015,10,SE,44.26,0,0
45600,2015,3,15,23,1,147,161,137,140,-8,27,1014,10,SE,47.39,0,0
45601,2015,3,16,0,1,152,172,148,153,-6,31,1014,10,SE,50.52,0,0
45602,2015,3,16,1,1,165,170,159,160,-5,36,1014,9,SE,52.31,0,0
45603,2015,3,16,2,1,171,147,144,140,-5,39,1013,8,SE,54.1,0,0
45604,2015,3,16,3,1,161,122,119,114,-5,39,1012,8,SE,55.89,0,0
45605,2015,3,16,4,1,133,122,121,110,-5,42,1012,7,cv,0.89,0,0
45606,2015,3,16,5,1,139,125,131,132,-3,45,1011,8,cv,1.78,0,0
45607,2015,3,16,6,1,125,135,134,125,-3,48,1011,7,NE,0.89,0,0
45608,2015,3,16,7,1,116,147,130,131,-3,48,1012,7,cv,0.89,0,0
45609,2015,3,16,8,1,143,157,148,144,-1,52,1012,8,NE,0.89,0,0
45610,2015,3,16,9,1,159,176,158,162,0,53,1013,9,NE,2.68,0,0
45611,2015,3,16,10,1,175,187,177,183,1,53,1013,10,cv,0.89,0,0
45612,2015,3,16,11,1,201,212,193,197,2,57,1013,10,SE,1.79,0,0
45613,2015,3,16,12,1,228,237,221,224,5,66,1012,11,SE,3.58,0,0
45614,2015,3,16,13,1,265,261,263,242,5,62,1011,12,SE,5.37,0,0
45615,2015,3,16,14,1,274,280,280,256,5,62,1010,12,SE,7.16,0,0
45616,2015,3,16,15,1,300,289,297,266,6,62,1010,13,SE,10.29,0,0
45617,2015,3,16,16,1,315,332,318,293,6,62,1010,13,SE,13.42,0,0
45618,2015,3,16,17,1,335,343,336,305,6,62,1010,13,SE,15.21,0,0
45619,2015,3,16,18,1,334,319,320,302,6,66,1010,12,SE,17,0,0
45620,2015,3,16,19,1,326,332,324,311,5,71,1011,10,cv,0.89,0,0
45621,2015,3,16,20,1,317,330,312,302,5,75,1012,9,cv,1.78,0,0
45622,2015,3,16,21,1,309,322,307,305,5,87,1013,7,cv,2.67,0,0
45623,2015,3,16,22,1,312,326,311,312,5,81,1014,8,NW,1.79,0,0
45624,2015,3,16,23,1,315,345,319,318,5,87,1015,7,NW,2.68,0,0
45625,2015,3,17,0,1,323,346,325,313,4,86,1015,6,NW,4.47,0,0
45626,2015,3,17,1,1,328,341,325,318,5,87,1016,7,NW,7.6,0,0
45627,2015,3,17,2,1,329,340,325,309,5,87,1016,7,NW,9.39,0,0
45628,2015,3,17,3,1,325,327,316,311,4,86,1016,6,NW,11.18,0,0
45629,2015,3,17,4,1,321,323,317,313,3,86,1016,5,cv,0.89,0,0
45630,2015,3,17,5,1,321,313,308,311,4,93,1017,5,cv,1.78,0,0
45631,2015,3,17,6,1,314,297,304,303,3,93,1018,4,NW,1.79,0,0
45632,2015,3,17,7,1,298,316,306,304,3,93,1020,4,cv,0.89,0,0
45633,2015,3,17,8,1,268,364,325,315,5,93,1021,6,cv,1.78,0,0
45634,2015,3,17,9,1,273,378,352,317,5,75,1022,9,SE,1.79,0,0
45635,2015,3,17,10,1,265,330,317,211,4,57,1022,12,SE,3.58,0,0
45636,2015,3,17,11,1,186,168,174,150,0,35,1022,15,SE,6.71,0,0
45637,2015,3,17,12,1,143,168,161,143,-8,18,1021,16,SE,10.73,0,0
45638,2015,3,17,13,1,142,145,146,119,-3,25,1020,17,SE,14.75,0,0
45639,2015,3,17,14,1,115,113,112,93,-5,21,1019,17,SE,18.77,0,0
45640,2015,3,17,15,1,133,135,139,133,-7,18,1018,17,SE,22.79,0,0
45641,2015,3,17,16,1,157,156,157,144,-6,21,1018,16,SE,27.71,0,0
45642,2015,3,17,17,1,155,133,155,128,-5,24,1018,15,SE,32.63,0,0
45643,2015,3,17,18,1,131,144,148,136,-4,28,1018,14,SE,37.55,0,0
45644,2015,3,17,19,1,127,135,139,113,-4,32,1019,12,SE,42.47,0,0
45645,2015,3,17,20,1,90,112,94,90,-4,34,1019,11,SE,47.39,0,0
45646,2015,3,17,21,1,57,52,50,38,-5,34,1020,10,SE,52.31,0,0
45647,2015,3,17,22,1,34,32,38,29,-6,34,1021,9,SE,57.23,0,0
45648,2015,3,17,23,1,33,35,37,34,-7,33,1021,8,SE,61.25,0,0
45649,2015,3,18,0,1,29,36,30,31,-7,33,1021,8,SE,64.38,0,0
45650,2015,3,18,1,1,26,26,29,29,-7,36,1021,7,SE,67.51,0,0
45651,2015,3,18,2,1,27,27,29,27,-7,36,1020,7,cv,0.89,0,0
45652,2015,3,18,3,1,29,29,33,25,-6,41,1019,6,SE,0.89,0,0
45653,2015,3,18,4,1,28,30,27,21,-6,41,1019,6,cv,0.89,0,0
45654,2015,3,18,5,1,20,33,29,30,-6,44,1018,5,SE,1.79,0,0
45655,2015,3,18,6,1,26,45,22,35,-6,44,1018,5,NE,1.79,0,0
45656,2015,3,18,7,1,36,63,51,56,-5,48,1018,5,cv,0.89,0,0
45657,2015,3,18,8,1,38,54,30,40,-6,39,1018,7,SE,1.79,0,0
45658,2015,3,18,9,1,31,50,51,34,-7,33,1018,8,SE,3.58,0,0
45659,2015,3,18,10,1,34,39,NA,36,-8,27,1018,10,SE,6.71,0,0
45660,2015,3,18,11,1,34,40,NA,35,-10,21,1017,11,SE,9.84,0,0
45661,2015,3,18,12,1,34,37,18,30,-11,18,1016,12,SE,12.97,0,0
45662,2015,3,18,13,1,34,31,35,41,-12,17,1015,12,SE,14.76,0,0
45663,2015,3,18,14,1,40,39,43,43,-11,17,1014,13,SE,17.89,0,0
45664,2015,3,18,15,1,40,NA,43,48,-10,17,1013,14,SE,21.02,0,0
45665,2015,3,18,16,1,52,47,52,48,-10,17,1012,14,SE,24.15,0,0
45666,2015,3,18,17,1,56,53,53,58,-9,20,1012,13,SE,27.28,0,0
45667,2015,3,18,18,1,69,62,64,67,-9,23,1012,11,SE,30.41,0,0
45668,2015,3,18,19,1,80,76,76,73,-8,27,1013,10,SE,32.2,0,0
45669,2015,3,18,20,1,83,94,80,80,-7,29,1013,10,SE,33.99,0,0
45670,2015,3,18,21,1,90,113,86,104,-6,41,1014,6,SE,34.88,0,0
45671,2015,3,18,22,1,101,139,98,103,-6,44,1014,5,cv,0.89,0,0
45672,2015,3,18,23,1,110,133,99,125,-5,51,1015,4,NE,0.89,0,0
45673,2015,3,19,0,1,108,141,110,113,-5,51,1015,4,cv,0.89,0,0
45674,2015,3,19,1,1,123,141,118,133,-5,55,1016,3,cv,1.34,0,0
45675,2015,3,19,2,1,124,129,121,90,-6,51,1016,3,cv,2.23,0,0
45676,2015,3,19,3,1,97,128,102,89,-6,55,1016,2,NW,3.13,0,0
45677,2015,3,19,4,1,79,95,87,79,-7,47,1015,3,NW,6.26,0,0
45678,2015,3,19,5,1,74,97,84,78,-7,51,1016,2,NW,9.39,0,0
45679,2015,3,19,6,1,83,90,76,81,-7,51,1016,2,NW,11.18,0,0
45680,2015,3,19,7,1,84,128,94,110,-7,47,1017,3,NW,12.97,0,0
45681,2015,3,19,8,1,93,145,126,112,-6,39,1018,7,cv,0.89,0,0
45682,2015,3,19,9,1,84,137,119,97,-8,23,1019,12,NW,1.79,0,0
45683,2015,3,19,10,1,82,109,102,100,-8,22,1019,13,NW,3.58,0,0
45684,2015,3,19,11,1,72,122,88,80,-9,18,1019,15,cv,0.89,0,0
45685,2015,3,19,12,1,67,79,58,60,-10,15,1018,16,cv,2.68,0,0
45686,2015,3,19,13,1,64,63,56,57,-12,11,1017,18,SE,1.79,0,0
45687,2015,3,19,14,1,54,61,62,53,-11,12,1016,19,SE,5.81,0,0
45688,2015,3,19,15,1,53,66,58,60,-12,10,1015,20,SE,10.73,0,0
45689,2015,3,19,16,1,59,64,66,62,-12,11,1014,19,SE,15.65,0,0
45690,2015,3,19,17,1,75,79,77,77,-11,12,1014,19,SE,20.57,0,0
45691,2015,3,19,18,1,84,90,89,79,-10,14,1014,17,SE,26.38,0,0
45692,2015,3,19,19,1,113,116,111,100,-9,15,1015,17,SE,32.19,0,0
45693,2015,3,19,20,1,124,137,127,122,-7,19,1015,16,SE,36.21,0,0
45694,2015,3,19,21,1,144,152,150,136,-6,27,1017,12,NE,1.79,0,0
45695,2015,3,19,22,1,141,156,148,138,-6,27,1017,12,SE,0.89,0,0
45696,2015,3,19,23,1,116,145,127,116,-6,31,1017,10,NE,1.79,0,0
45697,2015,3,20,0,1,117,136,119,120,-6,39,1018,7,NW,3.13,0,0
45698,2015,3,20,1,1,88,147,106,78,-7,31,1018,9,NW,4.92,0,0
45699,2015,3,20,2,1,44,147,91,53,-7,36,1018,7,NW,6.71,0,0
45700,2015,3,20,3,1,32,107,36,37,-8,33,1019,7,NW,8.5,0,0
45701,2015,3,20,4,1,28,57,36,28,-8,33,1019,7,NW,10.29,0,0
45702,2015,3,20,5,1,27,34,33,31,-7,41,1019,5,NW,12.08,0,0
45703,2015,3,20,6,1,27,33,31,32,-8,38,1019,5,NW,13.87,0,0
45704,2015,3,20,7,1,27,32,28,33,-11,24,1020,8,NW,17,0,0
45705,2015,3,20,8,1,22,28,29,30,-12,17,1020,12,NW,20.13,0,0
45706,2015,3,20,9,1,19,24,29,25,-15,11,1021,15,NW,24.15,0,0
45707,2015,3,20,10,1,23,NA,33,26,-18,7,1020,17,NW,29.96,0,0
45708,2015,3,20,11,1,26,NA,33,33,-16,9,1020,17,NW,37.11,0,0
45709,2015,3,20,12,1,29,NA,38,38,-16,8,1019,18,NW,46.94,0,0
45710,2015,3,20,13,1,36,NA,40,43,-18,6,1018,19,NW,54.99,0,0
45711,2015,3,20,14,1,35,NA,40,36,-15,8,1016,20,NW,62.14,0,0
45712,2015,3,20,15,1,34,NA,41,37,-15,8,1015,20,NW,70.19,0,0
45713,2015,3,20,16,1,33,NA,41,38,-15,8,1014,20,NW,74.21,0,0
45714,2015,3,20,17,1,37,48,41,38,-16,8,1014,19,cv,1.79,0,0
45715,2015,3,20,18,1,38,52,38,40,-16,8,1013,18,SE,4.02,0,0
45716,2015,3,20,19,1,44,65,53,39,-14,10,1014,17,SE,8.94,0,0
45717,2015,3,20,20,1,45,58,55,47,-13,12,1014,16,SE,13.86,0,0
45718,2015,3,20,21,1,50,69,58,54,-13,13,1015,15,SE,16.99,0,0
45719,2015,3,20,22,1,67,47,58,53,-13,15,1015,13,NW,3.13,0,0
45720,2015,3,20,23,1,63,79,62,56,-13,16,1015,12,cv,0.89,0,0
45721,2015,3,21,0,1,109,64,57,54,-12,18,1015,11,NW,1.79,0,0
45722,2015,3,21,1,1,79,57,48,41,-13,14,1016,14,NW,6.71,0,0
45723,2015,3,21,2,1,42,40,39,30,-15,12,1016,13,NW,11.63,0,0
45724,2015,3,21,3,1,31,31,32,27,-15,13,1016,12,NW,14.76,0,0
45725,2015,3,21,4,1,28,24,21,18,-17,12,1016,11,NW,17.89,0,0
45726,2015,3,21,5,1,25,44,24,26,-19,9,1016,12,NW,25.94,0,0
45727,2015,3,21,6,1,14,30,25,15,-19,10,1017,11,NW,30.86,0,0
45728,2015,3,21,7,1,15,18,18,18,-18,11,1018,11,NW,36.67,0,0
45729,2015,3,21,8,1,11,18,12,17,-17,10,1020,14,NW,40.69,0,0
45730,2015,3,21,9,1,13,12,14,12,-19,8,1021,15,NW,49.63,0,0
45731,2015,3,21,10,1,6,9,15,14,-20,6,1021,16,NW,57.68,0,0
45732,2015,3,21,11,1,4,13,10,13,-19,7,1020,17,NW,64.83,0,0
45733,2015,3,21,12,1,12,17,18,13,-19,7,1020,17,NW,69.75,0,0
45734,2015,3,21,13,1,5,12,10,11,-20,6,1019,18,NW,76.9,0,0
45735,2015,3,21,14,1,13,16,12,12,-19,6,1018,19,NW,84.05,0,0
45736,2015,3,21,15,1,5,13,7,7,-19,6,1017,19,NW,92.99,0,0
45737,2015,3,21,16,1,8,7,13,NA,-19,5,1017,20,NW,98.8,0,0
45738,2015,3,21,17,1,7,13,7,6,-19,5,1017,20,NW,101.93,0,0
45739,2015,3,21,18,1,9,9,12,8,-20,6,1017,18,NW,107.74,0,0
45740,2015,3,21,19,1,13,7,10,8,-21,5,1018,17,NW,111.76,0,0
45741,2015,3,21,20,1,21,13,15,17,-19,7,1019,17,NW,115.78,0,0
45742,2015,3,21,21,1,26,20,13,14,-18,8,1019,16,NW,118.91,0,0
45743,2015,3,21,22,1,23,27,16,18,-18,11,1020,11,NW,120.7,0,0
45744,2015,3,21,23,1,28,33,18,29,-16,14,1021,10,NW,124.72,0,0
45745,2015,3,22,0,1,41,53,45,47,-18,10,1022,12,NW,128.74,0,0
45746,2015,3,22,1,1,31,42,39,33,-18,12,1023,10,NW,130.53,0,0
45747,2015,3,22,2,1,22,34,28,26,-19,10,1024,11,NW,136.34,0,0
45748,2015,3,22,3,1,14,20,17,17,-17,13,1025,10,NE,3.13,0,0
45749,2015,3,22,4,1,10,21,15,18,-14,18,1025,9,NE,10.28,0,0
45750,2015,3,22,5,1,13,15,12,11,-14,20,1026,7,NE,16.09,0,0
45751,2015,3,22,6,1,7,14,9,8,-15,20,1027,6,NE,21.9,0,0
45752,2015,3,22,7,1,9,9,8,10,-16,18,1028,6,NE,27.71,0,0
45753,2015,3,22,8,1,11,13,14,8,-16,18,1029,6,NE,33.52,0,0
45754,2015,3,22,9,1,11,17,13,16,-17,16,1030,7,NE,39.33,0,0
45755,2015,3,22,10,1,10,15,12,16,-20,10,1031,9,NE,44.25,0,0
45756,2015,3,22,11,1,10,20,15,6,-22,8,1030,10,NE,49.17,0,0
45757,2015,3,22,12,1,10,20,8,9,-22,8,1030,11,SE,4.02,0,0
45758,2015,3,22,13,1,11,13,16,9,-20,7,1028,14,cv,1.79,0,0
45759,2015,3,22,14,1,17,20,12,15,-22,6,1028,14,SE,1.79,0,0
45760,2015,3,22,15,1,17,16,27,15,-21,7,1027,14,cv,1.79,0,0
45761,2015,3,22,16,1,16,24,18,17,-22,6,1027,14,SE,4.92,0,0
45762,2015,3,22,17,1,19,17,19,19,-22,6,1026,14,SE,8.94,0,0
45763,2015,3,22,18,1,25,24,30,24,-20,8,1026,13,SE,13.86,0,0
45764,2015,3,22,19,1,43,51,49,54,-19,9,1027,12,SE,17.88,0,0
45765,2015,3,22,20,1,39,50,45,42,-7,27,1028,11,SE,21.9,0,0
45766,2015,3,22,21,1,36,40,37,33,-8,31,1029,8,SE,25.03,0,0
45767,2015,3,22,22,1,38,35,39,35,-8,33,1029,7,SE,28.16,0,0
45768,2015,3,22,23,1,37,38,41,41,-8,35,1030,6,SE,29.95,0,0
45769,2015,3,23,0,1,44,46,45,41,-8,41,1030,4,SE,31.74,0,0
45770,2015,3,23,1,1,45,52,49,47,-6,51,1030,3,cv,0.89,0,0
45771,2015,3,23,2,1,46,61,51,47,-8,50,1030,1,cv,1.78,0,0
45772,2015,3,23,3,1,48,72,51,51,-7,55,1030,1,SE,0.89,0,0
45773,2015,3,23,4,1,55,75,66,66,-7,59,1030,0,cv,0.45,0,0
45774,2015,3,23,5,1,57,73,62,55,-6,68,1030,-1,NW,0.89,0,0
45775,2015,3,23,6,1,53,84,63,57,-6,68,1030,-1,NW,4.02,0,0
45776,2015,3,23,7,1,59,86,65,73,-6,51,1030,3,NW,5.81,0,0
45777,2015,3,23,8,1,56,82,72,66,-7,38,1031,6,NW,7.6,0,0
45778,2015,3,23,9,1,45,65,50,48,-10,24,1031,9,NW,9.39,0,0
45779,2015,3,23,10,1,29,41,34,26,-11,17,1031,13,NW,11.18,0,0
45780,2015,3,23,11,1,23,16,13,13,-15,11,1030,15,NW,14.31,0,0
45781,2015,3,23,12,1,19,19,10,8,-17,8,1029,17,NW,17.44,0,0
45782,2015,3,23,13,1,15,17,13,11,-19,6,1028,18,NW,22.36,0,0
45783,2015,3,23,14,1,13,20,18,11,-18,7,1027,18,NW,28.17,0,0
45784,2015,3,23,15,1,11,17,16,12,-18,6,1026,19,SE,5.81,0,0
45785,2015,3,23,16,1,13,14,16,11,-18,6,1026,19,SE,9.83,0,0
45786,2015,3,23,17,1,16,15,14,18,-17,7,1026,18,SE,14.75,0,0
45787,2015,3,23,18,1,16,19,20,17,-18,8,1026,15,SE,19.67,0,0
45788,2015,3,23,19,1,27,26,27,27,-17,9,1026,15,SE,23.69,0,0
45789,2015,3,23,20,1,36,34,38,37,-15,13,1027,12,SE,27.71,0,0
45790,2015,3,23,21,1,45,42,46,44,-14,15,1028,11,SE,31.73,0,0
45791,2015,3,23,22,1,43,49,49,44,-14,14,1028,12,SE,34.86,0,0
45792,2015,3,23,23,1,45,50,51,45,-11,21,1029,10,SE,37.99,0,0
45793,2015,3,24,0,1,49,84,60,60,-12,21,1029,9,SE,39.78,0,0
45794,2015,3,24,1,1,65,89,72,80,-7,33,1030,8,SE,43.8,0,0
45795,2015,3,24,2,1,91,108,100,111,-4,48,1031,6,SE,48.72,0,0
45796,2015,3,24,3,1,92,89,92,86,-5,48,1031,5,SE,54.53,0,0
45797,2015,3,24,4,1,77,73,70,69,-7,41,1032,5,SE,58.55,0,0
45798,2015,3,24,5,1,64,78,66,74,-8,41,1033,4,SE,60.34,0,0
45799,2015,3,24,6,1,92,75,69,61,-9,38,1033,4,cv,0.89,0,0
45800,2015,3,24,7,1,85,70,60,64,-7,47,1034,3,SE,0.89,0,0
45801,2015,3,24,8,1,58,75,67,71,-8,35,1034,6,NE,0.89,0,0
45802,2015,3,24,9,1,69,77,68,65,-9,28,1034,8,cv,0.89,0,0
45803,2015,3,24,10,1,65,80,70,73,-10,24,1034,9,SE,1.79,0,0
45804,2015,3,24,11,1,77,78,71,70,-9,23,1034,11,cv,1.79,0,0
45805,2015,3,24,12,1,75,72,72,64,-10,20,1033,12,cv,3.58,0,0
45806,2015,3,24,13,1,73,71,64,64,-10,17,1032,14,cv,5.37,0,0
45807,2015,3,24,14,1,70,75,75,70,-11,15,1030,15,cv,8.5,0,0
45808,2015,3,24,15,1,78,68,78,70,-11,14,1029,16,SE,3.13,0,0
45809,2015,3,24,16,1,76,92,83,75,-11,14,1029,16,SE,7.15,0,0
45810,2015,3,24,17,1,87,95,87,105,-10,15,1028,16,SE,11.17,0,0
