No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
46075,2015,4,4,18,1,104,94,97,14,77.48,1010,18,NW,24,0,0
46076,2015,4,4,19,1,116,111,107,14,82.52,1011,17,NW,28,0,0
46077,2015,4,4,20,1,131,110,117,14,82.52,1013,17,NW,30,0,0
46078,2015,4,4,21,1,129,119,120,14,82.52,1012,17,NE,3,0,0
46079,2015,4,4,22,1,127,116,121,14,87.93,1012,16,NE,7,0,0
46080,2015,4,4,23,1,127,110,129,14,93.75,1013,15,NE,10,0,0
46081,2015,4,5,0,1,122,104,126,14,93.75,1013,15,NW,3,0,0
46082,2015,4,5,1,1,123,104,124,13,87.84,1014,15,NE,2,0,0
46083,2015,4,5,2,1,126,87,122,14,93.75,1013,15,NE,5,0,0
46084,2015,4,5,3,1,103,78,92,13,87.84,1013,15,NE,7,0,0
46085,2015,4,5,4,1,77,72,73,14,93.75,1013,15,SE,1,1.3,1.3
46086,2015,4,5,5,1,69,51,63,14,93.75,1013,15,NE,2,1.5,2.8
46087,2015,4,5,6,1,47,33,46,14,100,1013,14,NE,6,0.3,3.1
46088,2015,4,5,7,1,41,50,44,13,93.7,1012,14,NE,10,0.2,3.3
46089,2015,4,5,8,1,55,43,43,13,93.7,1011,14,NE,15,0.9,4.2
46090,2015,4,5,9,1,56,43,47,13,93.7,1013,14,SE,2,1.6,5.8
46091,2015,4,5,10,1,48,46,40,13,93.7,1013,14,SE,6,0.1,5.9
46092,2015,4,5,11,1,54,60,44,13,87.84,1013,15,NE,2,0,0
46093,2015,4,5,12,1,59,57,54,13,87.84,1013,15,NE,6,0,0
46094,2015,4,5,13,1,60,54,56,13,87.84,1013,15,NE,10,0,0
46095,2015,4,5,14,1,46,44,64,13,93.7,1013,14,NE,15,0,0
46096,2015,4,5,15,1,48,57,52,12,87.75,1011,14,NE,20,0,0
46097,2015,4,5,16,1,45,40,47,12,82.27,1011,15,NE,24,0,0
46098,2015,4,5,17,1,46,52,43,11,82.14,1012,14,NE,28,0,0
46099,2015,4,5,18,1,43,46,49,11,87.66,1012,13,NE,34,0,0
46100,2015,4,5,19,1,28,30,38,11,93.6,1014,12,NE,39,0,0
46101,2015,4,5,20,1,19,25,21,11,93.6,1015,12,NE,44,0.1,0.1
46102,2015,4,5,21,1,14,22,20,10,93.55,1016,11,NE,50,0,0
46103,2015,4,5,22,1,18,18,13,10,93.55,1016,11,NE,54,9,9
46104,2015,4,5,23,1,13,6,13,11,100,1015,11,NE,58,3,12
46105,2015,4,6,0,1,19,19,22,11,100,1016,11,NE,61,1.4,13.4
46106,2015,4,6,1,1,9,8,14,11,100,1016,11,NW,5,1.6,15
46107,2015,4,6,2,1,10,8,18,11,100,1014,11,NE,5,1.2,16.2
46108,2015,4,6,3,1,12,9,10,11,100,1016,11,NW,3,NA,NA
46109,2015,4,6,4,1,NA,9,NA,11,100,1015,11,NE,6,NA,NA
46110,2015,4,6,5,1,8,7,6,10,93.55,1016,11,NE,10,NA,NA
46111,2015,4,6,6,1,5,4,NA,10,93.55,1016,11,NE,15,NA,NA
46112,2015,4,6,7,1,5,6,11,11,100,1018,11,NE,20,NA,NA
46113,2015,4,6,8,1,NA,13,NA,10,93.55,1019,11,NE,25,NA,NA
46114,2015,4,6,9,1,8,17,6,10,93.55,1020,11,NW,5,NA,NA
46115,2015,4,6,10,1,23,25,20,10,93.55,1020,11,NE,6,0,0
46116,2015,4,6,11,1,23,19,28,9,87.47,1019,11,NE,14,0,0
46117,2015,4,6,12,1,22,24,23,9,87.47,1020,11,NE,20,0,0
46118,2015,4,6,13,1,20,23,20,9,81.88,1019,12,NE,26,0,0
46119,2015,4,6,14,1,15,20,16,10,87.57,1020,12,NE,31,0,0
46120,2015,4,6,15,1,23,15,16,10,87.57,1020,12,NE,37,0.9,0.9
46121,2015,4,6,16,1,21,25,23,10,93.55,1021,11,NE,43,0.4,1.3
46122,2015,4,6,17,1,22,40,27,10,93.55,1021,11,NE,50,1.8,3.1
46123,2015,4,6,18,1,34,47,16,9,87.47,1022,11,NE,55,2,5.1
46124,2015,4,6,19,1,40,43,24,9,93.5,1023,10,NE,61,0.3,5.4
46125,2015,4,6,20,1,29,36,31,9,93.5,1024,10,NE,67,0,0
46126,2015,4,6,21,1,28,36,26,9,93.5,1024,10,NE,73,0.2,0.2
46127,2015,4,6,22,1,31,38,29,8,87.38,1025,10,NE,80,0.1,0.3
46128,2015,4,6,23,1,31,35,29,8,93.45,1025,9,NE,86,1,1.3
46129,2015,4,7,0,1,30,32,34,7,87.28,1025,9,NE,92,1.3,2.6
46130,2015,4,7,1,1,22,28,30,7,93.4,1026,8,NE,98,1.7,4.3
46131,2015,4,7,2,1,22,18,30,7,93.4,1025,8,NE,103,0.8,5.1
46132,2015,4,7,3,1,21,22,22,6,87.19,1025,8,NE,110,0,0
46133,2015,4,7,4,1,18,25,22,5,81.34,1025,8,NE,116,0,0
46134,2015,4,7,5,1,19,20,23,5,81.34,1025,8,NE,122,0,0
46135,2015,4,7,6,1,12,19,19,4,75.84,1025,8,NE,128,0,0
46136,2015,4,7,7,1,22,29,14,4,75.84,1026,8,NE,133,0,0
46137,2015,4,7,8,1,23,31,20,4,75.84,1026,8,NE,139,0,0
46138,2015,4,7,9,1,20,33,24,4,75.84,1027,8,NE,146,0,0
46139,2015,4,7,10,1,19,27,23,3,66.05,1027,9,NE,154,0,0
46140,2015,4,7,11,1,15,27,23,4,70.88,1027,9,NE,161,0.2,0.2
46141,2015,4,7,12,1,24,NA,23,5,76.01,1027,9,NE,166,0.1,0.3
46142,2015,4,7,13,1,29,33,26,5,81.34,1028,8,NE,172,1.3,1.6
46143,2015,4,7,14,1,24,27,28,5,81.34,1027,8,NE,178,1.6,3.2
46144,2015,4,7,15,1,23,18,22,5,81.34,1026,8,NE,184,0.7,3.9
46145,2015,4,7,16,1,18,27,17,4,81.2,1026,7,NE,189,0.3,4.2
46146,2015,4,7,17,1,22,20,21,4,81.2,1028,7,NE,195,1.3,5.5
46147,2015,4,7,18,1,20,23,22,3,81.06,1028,6,NE,201,1.2,6.7
46148,2015,4,7,19,1,16,20,18,4,86.99,1029,6,NE,209,1.4,8.1
46149,2015,4,7,20,1,9,19,13,3,86.89,1030,5,NE,215,NA,NA
46150,2015,4,7,21,1,12,16,13,4,86.99,1030,6,NE,219,0,0
46151,2015,4,7,22,1,19,24,18,4,86.99,1030,6,NW,3,0,0
46152,2015,4,7,23,1,20,27,24,3,86.89,1030,5,NW,7,0,0
46153,2015,4,8,0,1,29,40,32,3,86.89,1030,5,NW,12,0,0
46154,2015,4,8,1,1,37,39,39,3,86.89,1029,5,NW,16,0,0
46155,2015,4,8,2,1,37,41,45,3,86.89,1029,5,NW,20,0,0
46156,2015,4,8,3,1,37,42,44,3,86.89,1029,5,NW,23,0,0
46157,2015,4,8,4,1,35,30,40,3,86.89,1029,5,NW,27,0,0
46158,2015,4,8,5,1,27,30,31,3,81.06,1028,6,NW,31,0,0
46159,2015,4,8,6,1,22,24,24,3,81.06,1028,6,NW,35,0,0
46160,2015,4,8,7,1,24,31,24,3,75.67,1029,7,NW,39,0,0
46161,2015,4,8,8,1,26,27,24,3,75.67,1029,7,NW,44,0,0
46162,2015,4,8,9,1,24,28,23,4,66.27,1029,10,NE,5,0,0
46163,2015,4,8,10,1,31,36,29,3,61.76,1029,10,NE,10,0,0
46164,2015,4,8,11,1,33,30,32,2,53.81,1029,11,NE,15,0,0
46165,2015,4,8,12,1,32,28,35,1,50.08,1028,11,NE,19,0,0
46166,2015,4,8,13,1,29,NA,23,2,50.36,1027,12,NE,23,0,0
46167,2015,4,8,14,1,31,NA,27,1,46.88,1027,12,NE,28,0,0
46168,2015,4,8,15,1,31,NA,30,2,47.17,1026,13,NW,3,0,0
46169,2015,4,8,16,1,29,NA,29,1,46.88,1025,12,NE,3,0,0
46170,2015,4,8,17,1,29,NA,27,2,53.81,1025,11,NE,7,0,0
46171,2015,4,8,18,1,25,NA,34,1,50.08,1025,11,NE,11,0,0
46172,2015,4,8,19,1,22,NA,31,1,53.53,1025,10,NE,15,0,0
46173,2015,4,8,20,1,22,NA,30,2,57.51,1026,10,NE,19,0,0
46174,2015,4,8,21,1,25,NA,23,3,66.05,1026,9,NE,23,0,0
46175,2015,4,8,22,1,19,NA,21,2,61.51,1026,9,NE,25,0,0
46176,2015,4,8,23,1,16,24,17,1,61.26,1026,8,NE,27,0,0
46177,2015,4,9,0,1,20,21,22,1,61.26,1026,8,NE,29,0,0
46178,2015,4,9,1,1,20,NA,22,2,65.82,1026,8,NE,31,0,0
46179,2015,4,9,2,1,19,NA,20,2,65.82,1025,8,NE,33,0,0
46180,2015,4,9,3,1,24,NA,21,3,75.67,1025,7,NE,34,0,0
46181,2015,4,9,4,1,23,NA,21,3,81.06,1024,6,NE,35,0,0
46182,2015,4,9,5,1,25,NA,24,3,81.06,1024,6,NE,36,0,0
46183,2015,4,9,6,1,27,22,28,3,81.06,1024,6,NE,37,0,0
46184,2015,4,9,7,1,22,NA,26,4,70.88,1024,9,NE,38,0,0
46185,2015,4,9,8,1,19,NA,23,3,61.76,1025,10,SE,2,0,0
46186,2015,4,9,9,1,22,NA,24,1,46.88,1024,12,NE,3,0,0
46187,2015,4,9,10,1,20,NA,26,1,46.88,1025,12,SE,5,0,0
46188,2015,4,9,11,1,25,NA,23,0,38.26,1024,14,SE,8,0,0
46189,2015,4,9,12,1,21,24,24,3,44.49,1024,15,SE,11,0,0
46190,2015,4,9,13,1,21,NA,28,2,41.43,1022,15,cv,2,0,0
46191,2015,4,9,14,1,26,NA,29,3,41.73,1022,16,cv,5,0,0
46192,2015,4,9,15,1,27,NA,25,3,44.49,1021,15,SE,3,0,0
46193,2015,4,9,16,1,28,22,23,3,47.46,1022,14,SE,7,0,0
46194,2015,4,9,17,1,30,NA,25,2,44.2,1022,14,SE,11,0,0
46195,2015,4,9,18,1,34,NA,36,6,62.48,1022,13,SW,4,0,0
46196,2015,4,9,19,1,40,NA,43,6,66.71,1022,12,SE,3,0,0
46197,2015,4,9,20,1,37,NA,41,6,66.71,1023,12,SE,6,0,0
46198,2015,4,9,21,1,39,NA,38,5,62.24,1023,12,SE,8,0,0
46199,2015,4,9,22,1,40,38,38,5,62.24,1023,12,SE,10,0,0
46200,2015,4,9,23,1,37,NA,44,6,66.71,1023,12,SE,12,0,0
46201,2015,4,10,0,1,32,33,42,7,71.47,1023,12,SE,14,0,0
46202,2015,4,10,1,1,35,38,36,7,76.35,1023,11,cv,0,0,0
46203,2015,4,10,2,1,40,42,42,7,76.35,1023,11,NE,1,0,0
46204,2015,4,10,3,1,48,NA,47,6,76.18,1022,10,NW,2,0,0
46205,2015,4,10,4,1,48,37,53,6,76.18,1022,10,NW,4,0,0
46206,2015,4,10,5,1,48,NA,56,7,81.61,1022,10,NE,2,0,0
46207,2015,4,10,6,1,57,42,59,7,81.61,1022,10,NW,2,0,0
46208,2015,4,10,7,1,59,41,59,8,76.52,1023,12,NE,2,0,0
46209,2015,4,10,8,1,51,NA,52,8,76.52,1024,12,NW,2,0,0
46210,2015,4,10,9,1,49,NA,53,7,58.79,1024,15,NE,3,0,0
46211,2015,4,10,10,1,48,NA,53,6,54.88,1024,15,NE,7,0,0
46212,2015,4,10,11,1,52,NA,54,6,51.48,1023,16,NW,4,0,0
46213,2015,4,10,12,1,57,NA,57,5,45.07,1023,17,NE,4,0,0
46214,2015,4,10,13,1,57,NA,59,6,48.31,1023,17,NE,7,0,0
46215,2015,4,10,14,1,54,NA,55,4,42.02,1022,17,NE,11,0,0
46216,2015,4,10,15,1,45,NA,48,5,42.32,1022,18,NE,13,0,0
46217,2015,4,10,16,1,33,NA,40,2,36.47,1022,17,NE,17,NA,NA
46218,2015,4,10,17,1,32,NA,36,3,41.73,1022,16,NE,21,NA,NA
46219,2015,4,10,18,1,35,NA,32,5,51.2,1023,15,NE,26,NA,NA
46220,2015,4,10,19,1,39,NA,34,6,62.48,1023,13,NE,31,NA,NA
46221,2015,4,10,20,1,41,41,34,6,62.48,1024,13,NE,34,NA,NA
46222,2015,4,10,21,1,38,NA,37,6,66.71,1024,12,NE,37,0,0
46223,2015,4,10,22,1,38,NA,37,3,54.08,1024,12,NE,40,0,0
46224,2015,4,10,23,1,42,NA,37,5,66.49,1025,11,SE,2,NA,NA
46225,2015,4,11,0,1,43,NA,39,5,66.49,1025,11,SE,4,0,0
46226,2015,4,11,1,1,44,NA,41,6,76.18,1024,10,SE,6,NA,NA
46227,2015,4,11,2,1,43,NA,45,5,76.01,1024,9,NE,2,NA,NA
46228,2015,4,11,3,1,46,NA,49,6,87.19,1024,8,NE,4,NA,NA
46229,2015,4,11,4,1,48,NA,52,6,87.19,1024,8,NE,6,0,0
46230,2015,4,11,5,1,47,NA,47,6,87.19,1024,8,cv,0,NA,NA
46231,2015,4,11,6,1,40,42,42,6,87.19,1025,8,cv,0,0,0
46232,2015,4,11,7,1,38,45,41,8,81.75,1025,11,cv,1,NA,NA
46233,2015,4,11,8,1,33,32,32,8,67.15,1025,14,NE,1,0,0
46234,2015,4,11,9,1,28,28,26,2,41.43,1025,15,NE,4,0,0
46235,2015,4,11,10,1,28,NA,25,2,36.47,1026,17,NE,9,0,0
46236,2015,4,11,11,1,29,27,21,1,31.87,1025,18,NE,14,0,0
46237,2015,4,11,12,1,31,27,25,2,32.17,1024,19,SE,4,0,0
46238,2015,4,11,13,1,31,38,35,2,32.17,1024,19,SE,9,0,0
46239,2015,4,11,14,1,39,44,41,5,39.75,1023,19,SE,13,0,0
46240,2015,4,11,15,1,43,46,43,4,34.83,1022,20,NE,4,0,0
46241,2015,4,11,16,1,49,NA,48,5,39.75,1022,19,SE,4,0,0
46242,2015,4,11,17,1,45,NA,50,4,39.46,1023,18,NE,5,0,0
46243,2015,4,11,18,1,45,NA,50,4,42.02,1023,17,NE,9,0,0
46244,2015,4,11,19,1,54,NA,49,4,44.78,1023,16,SE,4,0,0
46245,2015,4,11,20,1,67,NA,60,4,47.74,1024,15,NE,4,0,0
46246,2015,4,11,21,1,65,NA,63,8,67.15,1024,14,SE,4,0,0
46247,2015,4,11,22,1,64,NA,67,8,71.66,1024,13,SE,9,0,0
46248,2015,4,11,23,1,61,NA,69,8,71.66,1024,13,SE,12,0,0
46249,2015,4,12,0,1,62,NA,NA,8,71.66,1023,13,SE,16,0,0
46250,2015,4,12,1,1,61,NA,68,8,71.66,1023,13,SE,19,0,0
46251,2015,4,12,2,1,57,NA,67,8,71.66,1022,13,SE,23,0,0
46252,2015,4,12,3,1,54,NA,64,8,71.66,1021,13,SE,26,0,0
46253,2015,4,12,4,1,48,51,59,6,62.48,1020,13,SE,30,0,0
46254,2015,4,12,5,1,47,56,64,7,66.93,1020,13,SE,34,0,0
46255,2015,4,12,6,1,51,NA,66,8,71.66,1020,13,SE,37,0,0
46256,2015,4,12,7,1,51,54,60,9,76.68,1020,13,SE,41,0,0
46257,2015,4,12,8,1,50,44,57,10,72.04,1020,15,SE,45,0,0
46258,2015,4,12,9,1,49,43,55,10,67.57,1020,16,SE,49,0,0
46259,2015,4,12,10,1,48,38,54,10,63.41,1020,17,SE,52,0,0
46260,2015,4,12,11,1,56,49,48,8,48.87,1020,19,SE,56,0,0
46261,2015,4,12,12,1,50,37,42,7,42.9,1019,20,SE,61,0,0
46262,2015,4,12,13,1,43,NA,44,7,40.34,1018,21,SE,65,0,0
46263,2015,4,12,14,1,47,NA,43,6,37.65,1017,21,SW,4,0,0
46264,2015,4,12,15,1,48,NA,42,6,35.42,1016,22,SW,7,0,0
46265,2015,4,12,16,1,47,42,42,6,37.65,1016,21,cv,2,0,0
46266,2015,4,12,17,1,50,41,45,6,40.04,1016,20,SW,2,0,0
46267,2015,4,12,18,1,46,42,44,6,42.61,1016,19,SE,4,0,0
46268,2015,4,12,19,1,44,49,41,6,48.31,1017,17,SE,8,0,0
46269,2015,4,12,20,1,50,45,47,7,55.15,1018,16,SE,11,0,0
46270,2015,4,12,21,1,51,56,54,9,59.29,1020,17,NW,7,0,0
46271,2015,4,12,22,1,66,65,73,11,82.14,1021,14,NW,14,0,0
46272,2015,4,12,23,1,55,45,57,9,76.68,1022,13,NW,20,0,0
46273,2015,4,13,0,1,43,NA,38,9,81.88,1021,12,NW,24,0.1,0.1
46274,2015,4,13,1,1,43,42,42,9,81.88,1022,12,NW,29,0,0
46275,2015,4,13,2,1,46,44,44,8,76.52,1021,12,NW,34,0,0
46276,2015,4,13,3,1,42,43,45,7,76.35,1020,11,NW,39,0,0
46277,2015,4,13,4,1,39,NA,35,7,76.35,1020,11,NW,44,0,0
46278,2015,4,13,5,1,35,NA,38,6,76.18,1020,10,NW,50,0,0
46279,2015,4,13,6,1,45,NA,48,7,81.61,1020,10,NW,55,0,0
46280,2015,4,13,7,1,63,NA,61,7,76.35,1021,11,NW,59,0,0
46281,2015,4,13,8,1,65,NA,63,7,66.93,1021,13,NW,67,0,0
46282,2015,4,13,9,1,58,NA,60,6,58.54,1021,14,NW,76,0,0
46283,2015,4,13,10,1,55,NA,60,5,51.2,1021,15,NW,84,0,0
46284,2015,4,13,11,1,60,NA,59,3,44.49,1020,15,NW,92,0,0
46285,2015,4,13,12,1,53,NA,48,1,38.56,1020,15,NW,102,0,0
46286,2015,4,13,13,1,49,NA,42,1,36.17,1019,16,NW,112,0,0
46287,2015,4,13,14,1,43,NA,35,-2,33.05,1019,14,NW,121,0,0
46288,2015,4,13,15,1,40,NA,34,0,35.87,1017,15,NW,128,0,0
46289,2015,4,13,16,1,37,NA,32,-2,30.98,1017,15,NW,137,0,0
46290,2015,4,13,17,1,36,38,33,-2,33.05,1017,14,NW,148,0,0
46291,2015,4,13,18,1,36,36,33,0,40.84,1017,13,NW,153,0,0
46292,2015,4,13,19,1,39,36,34,-1,40.54,1017,12,NW,159,0,0
46293,2015,4,13,20,1,42,41,40,1,53.53,1018,10,NW,167,0,0
46294,2015,4,13,21,1,41,46,38,2,57.51,1018,10,NW,172,0.1,0.1
46295,2015,4,13,22,1,45,37,41,4,70.88,1018,9,NW,178,0,0
46296,2015,4,13,23,1,51,55,48,2,61.51,1017,9,NW,186,0.1,0.1
46297,2015,4,14,0,1,51,63,NA,3,66.05,1016,9,NW,192,0,0
46298,2015,4,14,1,1,52,59,50,3,66.05,1015,9,NW,198,0,0
46299,2015,4,14,2,1,47,47,41,4,70.88,1015,9,NW,205,0,0
46300,2015,4,14,3,1,48,47,37,5,81.34,1014,8,NW,213,0.5,0.5
46301,2015,4,14,4,1,41,47,38,5,87.09,1014,7,NW,220,0.6,1.1
46302,2015,4,14,5,1,40,42,34,5,87.09,1014,7,NW,227,0.1,1.2
46303,2015,4,14,6,1,44,38,41,6,87.19,1014,8,NW,232,0,0
46304,2015,4,14,7,1,59,59,57,5,76.01,1014,9,NW,240,0,0
46305,2015,4,14,8,1,75,69,72,6,81.48,1015,9,NW,247,0,0
46306,2015,4,14,9,1,85,87,76,5,76.01,1016,9,NW,256,0,0
46307,2015,4,14,10,1,89,89,84,5,71.07,1016,10,NW,263,0,0
46308,2015,4,14,11,1,90,89,83,6,71.27,1016,11,NW,271,0,0
46309,2015,4,14,12,1,81,84,73,6,62.48,1016,13,NW,281,0,0
46310,2015,4,14,13,1,70,71,60,6,54.88,1015,15,NW,289,0,0
46311,2015,4,14,14,1,65,66,59,6,51.48,1014,16,NW,297,0,0
46312,2015,4,14,15,1,68,62,69,5,45.07,1013,17,NW,305,0,0
46313,2015,4,14,16,1,71,62,68,5,45.07,1013,17,NW,313,0,0
46314,2015,4,14,17,1,72,63,67,6,48.31,1013,17,NW,319,0,0
46315,2015,4,14,18,1,72,64,69,6,51.48,1013,16,NW,324,0,0
46316,2015,4,14,19,1,78,63,77,6,54.88,1013,15,SW,3,0,0
46317,2015,4,14,20,1,77,75,80,6,58.54,1014,14,SW,6,0,0
46318,2015,4,14,21,1,82,78,79,6,58.54,1014,14,SW,8,0,0
46319,2015,4,14,22,1,83,79,84,6,66.71,1014,12,SW,10,0,0
46320,2015,4,14,23,1,83,79,81,6,71.27,1014,11,SW,12,0,0
46321,2015,4,15,0,1,86,86,93,6,66.71,1014,12,SW,15,0,0
46322,2015,4,15,1,1,92,87,97,6,76.18,1013,10,SE,3,0,0
46323,2015,4,15,2,1,88,89,103,5,76.01,1013,9,SW,2,0,0
46324,2015,4,15,3,1,86,90,96,6,71.27,1013,11,SW,4,0,0
46325,2015,4,15,4,1,80,86,89,6,76.18,1012,10,SW,6,0,0
46326,2015,4,15,5,1,76,81,89,6,76.18,1012,10,SW,9,0,0
46327,2015,4,15,6,1,76,88,83,6,76.18,1013,10,SW,12,0,0
46328,2015,4,15,7,1,76,85,82,8,71.66,1013,13,SW,15,0,0
46329,2015,4,15,8,1,81,78,86,8,55.41,1014,17,SW,19,0,0
46330,2015,4,15,9,1,75,70,69,6,42.61,1014,19,SW,24,0,0
46331,2015,4,15,10,1,63,61,58,6,37.65,1013,21,SW,28,0,0
46332,2015,4,15,11,1,53,54,50,5,35.13,1013,21,SW,33,0,0
46333,2015,4,15,12,1,46,48,45,3,28.71,1012,22,SW,38,0,0
46334,2015,4,15,13,1,NA,47,50,5,29.29,1011,24,SW,43,0,0
46335,2015,4,15,14,1,NA,40,59,8,38.24,1010,23,SW,49,0,0
46336,2015,4,15,15,1,NA,51,55,6,33.34,1010,23,SW,54,0,0
46337,2015,4,15,16,1,NA,59,59,6,35.42,1010,22,SW,58,0,0
46338,2015,4,15,17,1,NA,55,65,7,40.34,1010,21,SW,61,0,0
46339,2015,4,15,18,1,NA,69,77,7,42.9,1010,20,SE,4,0,0
46340,2015,4,15,19,1,NA,71,82,6,42.61,1011,19,SE,7,0,0
46341,2015,4,15,20,1,NA,75,85,7,48.59,1011,18,SE,10,0,0
46342,2015,4,15,21,1,NA,79,81,9,55.67,1011,18,SW,2,0,0
46343,2015,4,15,22,1,NA,73,79,10,63.41,1011,17,SE,2,0,0
46344,2015,4,15,23,1,NA,71,78,10,63.41,1011,17,SE,3,0,0
46345,2015,4,16,0,1,NA,76,NA,9,55.67,1011,18,SW,5,0,0
46346,2015,4,16,1,1,NA,70,NA,9,55.67,1010,18,SW,7,NA,NA
46347,2015,4,16,2,1,NA,77,84,9,55.67,1009,18,SW,9,NA,NA
46348,2015,4,16,3,1,NA,76,85,9,59.29,1009,17,SW,12,NA,NA
46349,2015,4,16,4,1,NA,87,80,10,63.41,1009,17,SW,14,NA,NA
46350,2015,4,16,5,1,NA,69,79,9,59.29,1009,17,SE,1,NA,NA
46351,2015,4,16,6,1,NA,68,83,9,59.29,1009,17,SW,3,NA,NA
46352,2015,4,16,7,1,NA,74,80,10,59.54,1010,18,SW,6,NA,NA
46353,2015,4,16,8,1,NA,83,76,11,59.78,1011,19,SW,7,0,0
46354,2015,4,16,9,1,NA,83,84,10,52.56,1011,20,SW,9,0,0
46355,2015,4,16,10,1,NA,69,92,10,49.42,1012,21,SW,12,0,0
46356,2015,4,16,11,1,92,77,84,11,49.7,1012,22,NW,2,0,0
46357,2015,4,16,12,1,78,67,74,12,44.33,1012,25,NW,8,0,0
46358,2015,4,16,13,1,79,64,72,13,47.33,1012,25,NW,13,0,0
46359,2015,4,16,14,1,89,77,90,13,53.36,1012,23,NW,21,0,0
46360,2015,4,16,15,1,86,72,78,12,60.03,1013,20,NE,11,0,0
46361,2015,4,16,16,1,91,85,82,9,55.67,1014,18,NE,21,0,0
46362,2015,4,16,17,1,59,65,63,7,51.75,1014,17,NE,28,0,0
46363,2015,4,16,18,1,45,45,45,6,51.48,1015,16,NE,34,0,0
46364,2015,4,16,19,1,31,42,36,6,54.88,1015,15,NE,40,0,0
46365,2015,4,16,20,1,28,36,38,4,47.74,1016,15,NE,45,0,0
46366,2015,4,16,21,1,32,40,31,4,50.92,1017,14,NE,49,0,0
46367,2015,4,16,22,1,29,42,27,3,47.46,1018,14,NE,51,0,0
46368,2015,4,16,23,1,34,32,29,4,50.92,1018,14,SE,2,0,0
46369,2015,4,17,0,1,30,34,32,4,50.92,1018,14,NE,4,0,0
46370,2015,4,17,1,1,30,32,34,6,62.48,1018,13,SE,2,0,0
46371,2015,4,17,2,1,29,37,38,6,62.48,1017,13,SE,5,0,0
46372,2015,4,17,3,1,36,38,36,6,62.48,1016,13,SE,10,0,0
46373,2015,4,17,4,1,35,41,40,7,66.93,1017,13,SE,13,0,0
46374,2015,4,17,5,1,38,34,44,7,66.93,1016,13,SE,18,0,0
46375,2015,4,17,6,1,30,39,48,7,66.93,1017,13,SE,22,0,0
46376,2015,4,17,7,1,29,31,33,7,62.71,1017,14,SE,27,0,0
46377,2015,4,17,8,1,32,33,35,6,51.48,1017,16,SE,33,0,0
46378,2015,4,17,9,1,27,33,29,4,42.02,1017,17,SE,40,0,0
46379,2015,4,17,10,1,27,27,27,3,39.16,1017,17,SE,48,0,0
46380,2015,4,17,11,1,25,22,31,4,37.06,1016,19,SE,56,0,0
46381,2015,4,17,12,1,24,31,27,5,37.36,1015,20,SE,64,0,0
46382,2015,4,17,13,1,28,30,26,5,35.13,1014,21,SE,72,0,0
46383,2015,4,17,14,1,33,42,27,7,40.34,1013,21,SE,80,0,0
46384,2015,4,17,15,1,33,28,28,8,45.93,1012,20,SE,87,0,0
46385,2015,4,17,16,1,28,33,29,8,48.87,1012,19,NE,7,0,0
46386,2015,4,17,17,1,31,28,32,10,59.54,1012,18,SE,7,0,0
46387,2015,4,17,18,1,35,40,31,11,67.78,1012,17,SE,14,0,0
46388,2015,4,17,19,1,37,30,35,11,72.23,1012,16,SE,22,0,0
46389,2015,4,17,20,1,32,31,35,12,77.17,1012,16,SE,29,0,0
46390,2015,4,17,21,1,33,32,35,13,82.4,1012,16,SE,35,0,0
46391,2015,4,17,22,1,39,40,41,13,82.4,1012,16,SE,42,0,0
46392,2015,4,17,23,1,42,38,35,14,82.52,1011,17,SE,48,0,0
46393,2015,4,18,0,1,49,52,43,14,82.52,1010,17,SE,53,0,0
46394,2015,4,18,1,1,51,51,45,15,88.02,1010,17,SE,57,0,0
46395,2015,4,18,2,1,55,54,55,16,93.84,1009,17,SE,61,0,0
46396,2015,4,18,3,1,53,53,56,16,93.84,1008,17,SE,65,0,0
46397,2015,4,18,4,1,50,50,53,16,93.84,1008,17,SE,69,0,0
46398,2015,4,18,5,1,54,52,57,16,93.84,1007,17,SE,74,0,0
46399,2015,4,18,6,1,51,54,55,17,93.89,1008,18,SE,77,0,0
46400,2015,4,18,7,1,51,47,51,17,93.89,1008,18,SE,80,0,0
46401,2015,4,18,8,1,57,50,54,17,82.89,1008,20,SE,83,0,0
46402,2015,4,18,9,1,59,54,52,17,73.32,1008,22,SE,86,0,0
46403,2015,4,18,10,1,54,57,48,16,64.76,1008,23,SW,4,0,0
46404,2015,4,18,11,1,51,51,53,15,57.2,1008,24,SW,8,0,0
46405,2015,4,18,12,1,65,46,63,15,57.2,1007,24,SW,13,0,0
46406,2015,4,18,13,1,85,68,84,15,50.78,1007,26,SW,16,0,0
46407,2015,4,18,14,1,95,74,89,15,57.2,1006,24,SW,19,0,0
46408,2015,4,18,15,1,91,73,72,16,57.44,1005,25,SE,3,0,0
46409,2015,4,18,16,1,72,71,53,15,50.78,1004,26,SW,4,0,0
46410,2015,4,18,17,1,60,50,60,15,57.2,1004,24,SE,5,0,0
46411,2015,4,18,18,1,67,54,66,15,60.74,1005,23,SE,10,0,0
46412,2015,4,18,19,1,67,64,69,16,73.14,1005,21,SE,13,0,0
46413,2015,4,18,20,1,68,57,68,16,77.79,1005,20,SE,15,0,0
46414,2015,4,18,21,1,72,63,70,16,82.77,1006,19,SE,17,0,0
