No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,Iws,PM_avg
44561,2015,1,31,16,4,38,34,47,1,80.78,1026,4,3,39.66666667
44562,2015,1,31,17,4,36,29,42,1,80.78,1026,4,3,35.66666667
44563,2015,1,31,18,4,33,29,38,1,80.78,1026,4,6,33.33333333
44564,2015,1,31,19,4,34,32,44,1,80.78,1027,4,9,36.66666667
44565,2015,1,31,20,4,42,33,63,2,86.79,1028,4,1,46
44566,2015,1,31,21,4,45,33,61,2,86.79,1028,4,2,46.33333333
44567,2015,1,31,22,4,45,32,52,2,86.79,1029,4,2,43
44568,2015,1,31,23,4,39,35,52,2,86.79,1029,4,4,42
44569,2015,2,1,0,4,37,32,47,2,86.79,1029,4,6,38.66666667
44570,2015,2,1,1,4,33,30,43,2,86.79,1029,4,8,35.33333333
44571,2015,2,1,2,4,36,32,43,2,86.79,1029,4,10,37
44572,2015,2,1,3,4,47,33,48,2,86.79,1029,4,12,42.66666667
44573,2015,2,1,4,4,46,44,50,2,86.79,1029,4,1,46.66666667
44574,2015,2,1,5,4,49,47,53,2,93.13,1028,3,1,49.66666667
44575,2015,2,1,6,4,49,40,55,2,93.13,1028,3,1,48
44576,2015,2,1,7,4,49,37,51,2,86.79,1028,4,2,45.66666667
44577,2015,2,1,8,4,54,38,48,2,86.79,1028,4,2,46.66666667
44578,2015,2,1,9,4,52,42,45,2,86.79,1029,4,2,46.33333333
44579,2015,2,1,10,4,44,38,56,3,93.19,1029,4,2,46
44580,2015,2,1,11,4,45,43,49,3,86.89,1029,5,3,45.66666667
44581,2015,2,1,12,4,50,38,48,2,80.92,1028,5,4,45.33333333
44582,2015,2,1,13,4,52,39,44,2,80.92,1027,5,5,45
44583,2015,2,1,14,4,49,57,40,2,75.49,1025,6,6,48.66666667
44584,2015,2,1,15,4,48,62,60,1,70.27,1024,6,2,56.66666667
44585,2015,2,1,16,4,46,59,59,1,70.27,1024,6,5,54.66666667
44586,2015,2,1,17,4,47,58,63,0,65.36,1024,6,7,56
44587,2015,2,1,18,4,50,62,68,1,70.27,1024,6,9,60
44588,2015,2,1,19,4,57,65,71,2,80.92,1025,5,1,64.33333333
44589,2015,2,1,20,4,58,67,78,1,70.27,1026,6,2,67.66666667
44590,2015,2,1,21,4,60,61,77,2,75.49,1026,6,2,66
44591,2015,2,1,22,4,59,66,74,1,70.27,1026,6,1,66.33333333
44592,2015,2,1,23,4,61,69,79,2,80.92,1027,5,2,69.66666667
44593,2015,2,2,0,4,57,63,72,2,80.92,1026,5,2,64
44594,2015,2,2,1,4,53,68,77,2,80.92,1026,5,3,66
44595,2015,2,2,2,4,58,68,76,2,80.92,1026,5,3,67.33333333
44596,2015,2,2,3,4,58,62,75,2,80.92,1026,5,3,65
44597,2015,2,2,4,4,54,63,77,2,86.79,1025,4,3,64.66666667
44598,2015,2,2,5,4,50,54,73,3,93.19,1025,4,3,59
44599,2015,2,2,6,4,52,50,69,3,93.19,1024,4,3,57
44600,2015,2,2,7,4,51,49,68,3,86.89,1025,5,4,56
44601,2015,2,2,8,4,49,53,70,3,86.89,1025,5,1,57.33333333
44602,2015,2,2,9,4,51,56,-999,3,86.89,1026,5,1,53.5
44603,2015,2,2,10,4,52,53,79,2,75.49,1026,6,1,61.33333333
44604,2015,2,2,11,4,47,50,90,2,75.49,1027,6,1,62.33333333
44605,2015,2,2,12,4,46,57,86,2,75.49,1027,6,2,63
44606,2015,2,2,13,4,50,55,85,2,70.47,1025,7,3,63.33333333
44607,2015,2,2,14,4,40,49,91,2,70.47,1024,7,4,60
44608,2015,2,2,15,4,46,58,77,2,70.47,1023,7,5,60.33333333
44609,2015,2,2,16,4,49,55,78,2,70.47,1023,7,6,60.66666667
44610,2015,2,2,17,4,60,64,82,2,70.47,1023,7,6,68.66666667
44611,2015,2,2,18,4,57,56,97,2,70.47,1024,7,7,70
44612,2015,2,2,19,4,53,25,99,2,70.47,1025,7,3,59
44613,2015,2,2,20,4,58,57,87,3,75.67,1026,7,6,67.33333333
44614,2015,2,2,21,4,60,76,97,3,81.06,1027,6,3,77.66666667
44615,2015,2,2,22,4,76,90,109,3,81.06,1028,6,5,91.66666667
44616,2015,2,2,23,4,76,22,124,2,75.49,1029,6,7,74
44617,2015,2,3,0,4,83,43,126,3,81.06,1029,6,10,84
44618,2015,2,3,1,4,93,73,130,2,75.49,1030,6,13,98.66666667
44619,2015,2,3,2,4,95,71,127,3,81.06,1030,6,15,97.66666667
44620,2015,2,3,3,4,95,67,127,3,86.89,1030,5,1,96.33333333
44621,2015,2,3,4,4,92,70,120,3,86.89,1030,5,1,94
44622,2015,2,3,5,4,85,67,120,3,86.89,1030,5,1,90.66666667
44623,2015,2,3,6,4,82,68,117,3,86.89,1029,5,0,89
44624,2015,2,3,7,4,81,67,113,3,86.89,1030,5,1,87
44625,2015,2,3,8,4,84,68,119,3,86.89,1030,5,2,90.33333333
44626,2015,2,3,9,4,83,74,121,3,86.89,1031,5,2,92.66666667
44627,2015,2,3,10,4,77,89,121,3,81.06,1031,6,2,95.66666667
44628,2015,2,3,11,4,60,85,121,3,81.06,1032,6,3,88.66666667
44629,2015,2,3,12,4,56,74,108,3,75.67,1031,7,4,79.33333333
44630,2015,2,3,13,4,64,47,99,3,70.67,1030,8,5,70
44631,2015,2,3,14,4,73,65,111,2,61.51,1029,9,6,83
44632,2015,2,3,15,4,78,65,109,1,53.53,1028,10,7,84
44633,2015,2,3,16,4,81,63,97,2,57.51,1028,10,2,80.33333333
44634,2015,2,3,17,4,81,77,113,2,57.51,1028,10,4,90.33333333
44635,2015,2,3,18,4,74,82,107,1,57.25,1028,9,6,87.66666667
44636,2015,2,3,19,4,67,69,90,2,65.82,1029,8,7,75.33333333
44637,2015,2,3,20,4,71,63,92,2,65.82,1030,8,8,75.33333333
44638,2015,2,3,21,4,73,62,110,2,75.49,1030,6,0,81.66666667
44639,2015,2,3,22,4,78,70,95,2,80.92,1031,5,0,81
44640,2015,2,3,23,4,78,77,104,2,75.49,1031,6,0,86.33333333
44641,2015,2,4,0,4,79,77,110,2,75.49,1031,6,0,88.66666667
44642,2015,2,4,1,4,85,77,112,3,81.06,1031,6,1,91.33333333
44643,2015,2,4,2,4,83,76,122,1,80.78,1031,4,1,93.66666667
44644,2015,2,4,3,4,79,71,125,1,86.68,1031,3,1,91.66666667
44645,2015,2,4,4,4,75,68,130,1,86.68,1031,3,1,91
44646,2015,2,4,5,4,74,66,133,0,86.58,1031,2,1,91
44647,2015,2,4,6,4,76,62,134,0,86.58,1031,2,1,90.66666667
44648,2015,2,4,7,4,80,61,147,0,93.02,1031,1,1,96
44649,2015,2,4,8,4,79,62,163,-1,92.96,1032,0,1,101.3333333
44650,2015,2,4,9,4,81,73,177,0,86.58,1032,2,1,110.3333333
44651,2015,2,4,10,4,88,100,167,4,93.24,1033,5,1,118.3333333
44652,2015,2,4,11,4,81,120,154,3,66.05,1032,9,1,118.3333333
44653,2015,2,4,12,4,79,100,135,1,50.08,1031,11,2,104.6666667
44654,2015,2,4,13,4,82,78,98,-3,34.97,1029,12,5,86
44655,2015,2,4,14,4,70,70,72,-3,34.97,1027,12,8,70.66666667
44656,2015,2,4,15,4,60,51,59,-4,32.45,1026,12,11,56.66666667
44657,2015,2,4,16,4,52,49,57,-4,32.45,1025,12,14,52.66666667
44658,2015,2,4,17,4,54,53,61,-6,27.88,1025,12,18,56
44659,2015,2,4,18,4,52,50,62,-5,30.09,1026,12,22,54.66666667
44660,2015,2,4,19,4,52,59,67,-4,34.66,1027,11,26,59.33333333
44661,2015,2,4,20,4,56,65,73,-4,34.66,1028,11,29,64.66666667
44662,2015,2,4,21,4,60,61,67,-3,39.93,1029,10,32,62.66666667
44663,2015,2,4,22,4,57,63,66,-2,46,1030,9,1,62
44664,2015,2,4,23,4,58,68,74,0,56.99,1031,8,1,66.66666667
44665,2015,2,5,0,4,74,68,70,1,61.26,1031,8,1,70.66666667
44666,2015,2,5,1,4,93,72,83,1,61.26,1031,8,2,82.66666667
44667,2015,2,5,2,4,108,72,115,0,56.99,1031,8,3,98.33333333
44668,2015,2,5,3,4,94,75,83,1,61.26,1031,8,4,84
44669,2015,2,5,4,4,98,75,94,1,65.59,1030,7,1,89
44670,2015,2,5,5,4,99,77,102,1,70.27,1030,6,0,92.66666667
44671,2015,2,5,6,4,94,78,106,2,75.49,1030,6,0,92.66666667
44672,2015,2,5,7,4,92,96,108,1,70.27,1030,6,1,98.66666667
44673,2015,2,5,8,4,83,102,98,1,70.27,1031,6,2,94.33333333
44674,2015,2,5,9,4,87,95,105,-2,49.22,1031,8,4,95.66666667
44675,2015,2,5,10,4,75,91,96,-5,34.36,1032,10,3,87.33333333
44676,2015,2,5,11,4,64,77,84,-5,32.14,1032,11,6,75
44677,2015,2,5,12,4,65,75,81,-4,32.45,1031,12,8,73.66666667
44678,2015,2,5,13,4,65,74,77,-4,32.45,1030,12,2,72
44679,2015,2,5,14,4,67,71,75,-4,32.45,1028,12,1,71
44680,2015,2,5,15,4,69,75,74,-4,34.66,1027,11,2,72.66666667
44681,2015,2,5,16,4,-999,-999,79,-4,32.45,1026,12,3,79
44682,2015,2,5,17,4,67,71,79,-2,40.23,1026,11,3,72.33333333
44683,2015,2,5,18,4,68,76,83,-3,37.36,1027,11,5,75.66666667
44684,2015,2,5,19,4,81,81,93,0,53.26,1027,9,1,85
44685,2015,2,5,20,4,76,79,88,0,49.8,1028,10,3,81
44686,2015,2,5,21,4,72,74,91,0,49.8,1028,10,5,79
44687,2015,2,5,22,4,71,75,86,1,57.25,1029,9,7,77.33333333
44688,2015,2,5,23,4,68,77,81,1,57.25,1028,9,9,75.33333333
44689,2015,2,6,0,4,71,74,83,1,57.25,1028,9,1,76
44690,2015,2,6,1,4,76,76,89,1,61.26,1027,8,2,80.33333333
44691,2015,2,6,2,4,76,74,90,1,61.26,1026,8,1,80
44692,2015,2,6,3,4,79,76,90,1,65.59,1026,7,2,81.66666667
44693,2015,2,6,4,4,79,79,95,1,65.59,1025,7,2,84.33333333
44694,2015,2,6,5,4,83,78,96,2,70.47,1024,7,1,85.66666667
44695,2015,2,6,6,4,86,80,98,2,70.47,1023,7,2,88
44696,2015,2,6,7,4,89,84,106,2,70.47,1023,7,0,93
44697,2015,2,6,8,4,93,85,108,2,65.82,1023,8,1,95.33333333
44698,2015,2,6,9,4,94,89,106,2,65.82,1023,8,2,96.33333333
44699,2015,2,6,10,4,110,97,112,3,70.67,1024,8,3,106.3333333
44700,2015,2,6,11,4,107,111,161,2,65.82,1024,8,3,126.3333333
44701,2015,2,6,12,4,112,121,164,3,66.05,1023,9,4,132.3333333
44702,2015,2,6,13,4,121,130,164,3,66.05,1022,9,2,138.3333333
44703,2015,2,6,14,4,143,144,154,2,61.51,1020,9,4,147
44704,2015,2,6,15,4,150,140,167,2,61.51,1019,9,1,152.3333333
44705,2015,2,6,16,4,146,157,176,2,61.51,1019,9,3,159.6666667
44706,2015,2,6,17,4,133,151,181,2,61.51,1019,9,6,155
44707,2015,2,6,18,4,122,139,159,4,81.2,1020,7,5,140
44708,2015,2,6,19,4,128,142,180,4,81.2,1021,7,3,150
44709,2015,2,6,20,4,123,145,172,4,81.2,1022,7,6,146.6666667
44710,2015,2,6,21,4,115,134,162,4,86.99,1023,6,9,137
44711,2015,2,6,22,4,98,124,146,4,86.99,1025,6,11,122.6666667
44712,2015,2,6,23,4,92,103,125,4,86.99,1026,6,13,106.6666667
44713,2015,2,7,0,4,87,95,109,4,86.99,1026,6,15,97
44714,2015,2,7,1,4,87,86,98,3,81.06,1026,6,1,90.33333333
44715,2015,2,7,2,4,82,82,98,3,81.06,1025,6,2,87.33333333
44716,2015,2,7,3,4,83,81,93,3,81.06,1025,6,3,85.66666667
44717,2015,2,7,4,4,85,80,94,3,81.06,1024,6,3,86.33333333
44718,2015,2,7,5,4,90,79,106,3,81.06,1024,6,4,91.66666667
44719,2015,2,7,6,4,94,85,109,3,81.06,1024,6,5,96
44720,2015,2,7,7,4,110,95,142,3,86.89,1025,5,5,115.6666667
44721,2015,2,7,8,4,115,93,157,3,86.89,1025,5,1,121.6666667
44722,2015,2,7,9,4,110,101,150,4,93.24,1026,5,3,120.3333333
44723,2015,2,7,10,4,100,110,147,5,87.09,1027,7,5,119
44724,2015,2,7,11,4,80,108,124,5,76.01,1028,9,1,104
44725,2015,2,7,12,4,73,98,120,3,57.77,1028,11,2,97
44726,2015,2,7,13,4,69,87,97,1,46.88,1027,12,4,84.33333333
44727,2015,2,7,14,4,67,77,98,-3,34.97,1026,12,3,80.66666667
44728,2015,2,7,15,4,64,66,80,-3,30.68,1025,14,7,70
44729,2015,2,7,16,4,50,43,64,-4,30.39,1025,13,10,52.33333333
44730,2015,2,7,17,4,38,39,56,-5,28.18,1025,13,13,44.33333333
44731,2015,2,7,18,4,39,42,55,-8,23.89,1026,12,16,45.33333333
44732,2015,2,7,19,4,48,46,72,-7,25.82,1028,12,19,55.33333333
44733,2015,2,7,20,4,68,54,72,-2,43.01,1028,10,2,64.66666667
44734,2015,2,7,21,4,79,57,92,0,61.01,1029,7,0,76
44735,2015,2,7,22,4,100,67,116,1,61.26,1030,8,2,94.33333333
44736,2015,2,7,23,4,121,101,157,2,65.82,1030,8,5,126.3333333
44737,2015,2,8,0,4,103,105,121,2,65.82,1030,8,7,109.6666667
44738,2015,2,8,1,4,82,99,92,2,70.47,1029,7,1,91
44739,2015,2,8,2,4,70,88,82,2,70.47,1029,7,1,80
44740,2015,2,8,3,4,69,88,80,2,70.47,1028,7,1,79
44741,2015,2,8,4,4,76,87,84,2,75.49,1027,6,1,82.33333333
44742,2015,2,8,5,4,84,86,93,2,80.92,1027,5,0,87.66666667
44743,2015,2,8,6,4,105,85,87,2,80.92,1026,5,0,92.33333333
44744,2015,2,8,7,4,79,81,94,3,81.06,1026,6,0,84.66666667
44745,2015,2,8,8,4,67,79,90,2,75.49,1026,6,0,78.66666667
44746,2015,2,8,9,4,62,86,90,3,75.67,1026,7,1,79.33333333
44747,2015,2,8,10,4,63,90,94,3,70.67,1027,8,0,82.33333333
44748,2015,2,8,11,4,71,99,100,3,70.67,1026,8,1,90
44749,2015,2,8,12,4,82,86,115,2,61.51,1026,9,2,94.33333333
44750,2015,2,8,13,4,74,86,100,2,57.51,1024,10,3,86.66666667
44751,2015,2,8,14,4,68,84,103,1,50.08,1022,11,2,85
44752,2015,2,8,15,4,69,84,89,0,43.6,1022,12,2,80.66666667
44753,2015,2,8,16,4,72,83,95,0,43.6,1021,12,2,83.33333333
44754,2015,2,8,17,4,71,74,85,0,46.58,1021,11,2,76.66666667
44755,2015,2,8,18,4,68,79,85,0,49.8,1022,10,5,77.33333333
44756,2015,2,8,19,4,74,91,100,0,49.8,1023,10,7,88.33333333
44757,2015,2,8,20,4,86,102,122,2,61.51,1024,9,10,103.3333333
44758,2015,2,8,21,4,89,108,127,2,61.51,1025,9,1,108
44759,2015,2,8,22,4,93,112,136,2,61.51,1026,9,2,113.6666667
44760,2015,2,8,23,4,100,109,140,2,61.51,1026,9,3,116.3333333
44761,2015,2,9,0,4,97,104,140,3,70.67,1027,8,1,113.6666667
44762,2015,2,9,1,4,95,105,122,3,70.67,1026,8,1,107.3333333
44763,2015,2,9,2,4,100,106,125,3,75.67,1026,7,1,110.3333333
44764,2015,2,9,3,4,110,107,126,3,75.67,1026,7,1,114.3333333
44765,2015,2,9,4,4,109,111,127,2,70.47,1026,7,2,115.6666667
44766,2015,2,9,5,4,101,106,125,2,75.49,1025,6,3,110.6666667
44767,2015,2,9,6,4,101,108,127,2,75.49,1025,6,1,112
44768,2015,2,9,7,4,101,122,136,2,70.47,1026,7,2,119.6666667
44769,2015,2,9,8,4,114,117,149,2,75.49,1026,6,1,126.6666667
44770,2015,2,9,9,4,117,138,164,2,75.49,1027,6,2,139.6666667
44771,2015,2,9,10,4,99,153,170,2,70.47,1027,7,1,140.6666667
44772,2015,2,9,11,4,105,169,167,2,70.47,1027,7,1,147
44773,2015,2,9,12,4,112,142,153,3,70.67,1027,8,1,135.6666667
44774,2015,2,9,13,4,122,132,157,2,65.82,1026,8,2,137
44775,2015,2,9,14,4,131,134,144,3,66.05,1024,9,2,136.3333333
44776,2015,2,9,15,4,128,142,149,2,61.51,1024,9,4,139.6666667
44777,2015,2,9,16,4,128,148,155,2,61.51,1023,9,1,143.6666667
44778,2015,2,9,17,4,124,145,150,3,66.05,1023,9,2,139.6666667
44779,2015,2,9,18,4,125,145,153,3,66.05,1024,9,3,141
44780,2015,2,9,19,4,126,149,155,3,70.67,1024,8,4,143.3333333
44781,2015,2,9,20,4,131,157,158,3,70.67,1025,8,1,148.6666667
44782,2015,2,9,21,4,132,155,166,3,70.67,1025,8,2,151
44783,2015,2,9,22,4,132,156,169,3,70.67,1025,8,0,152.3333333
44784,2015,2,9,23,4,133,138,150,3,75.67,1026,7,0,140.3333333
44785,2015,2,10,0,4,134,121,128,3,75.67,1025,7,0,127.6666667
44786,2015,2,10,1,4,139,122,114,3,75.67,1025,7,1,125
44787,2015,2,10,2,4,138,109,108,4,86.99,1024,6,2,118.3333333
44788,2015,2,10,3,4,150,105,126,4,86.99,1024,6,0,127
44789,2015,2,10,4,4,154,104,156,3,81.06,1023,6,0,138
44790,2015,2,10,5,4,148,104,130,4,86.99,1023,6,0,127.3333333
44791,2015,2,10,6,4,130,110,122,4,86.99,1022,6,0,120.6666667
44792,2015,2,10,7,4,114,117,136,4,81.2,1023,7,0,122.3333333
44793,2015,2,10,8,4,111,118,137,3,75.67,1023,7,0,122
44794,2015,2,10,9,4,118,112,139,4,81.2,1024,7,0,123
44795,2015,2,10,10,4,123,119,143,4,75.84,1024,8,0,128.3333333
44796,2015,2,10,11,4,130,135,150,4,70.88,1024,9,0,138.3333333
44797,2015,2,10,12,4,129,144,164,4,66.27,1024,10,0,145.6666667
44798,2015,2,10,13,4,146,171,175,3,61.76,1022,10,0,164
44799,2015,2,10,14,4,133,182,204,2,53.81,1021,11,2,173
44800,2015,2,10,15,4,130,182,172,2,53.81,1020,11,2,161.3333333
44801,2015,2,10,16,4,128,155,173,2,50.36,1020,12,3,152
44802,2015,2,10,17,4,122,156,176,2,53.81,1020,11,4,151.3333333
44803,2015,2,10,18,4,136,153,184,2,53.81,1020,11,5,157.6666667
44804,2015,2,10,19,4,144,152,185,3,66.05,1021,9,2,160.3333333
44805,2015,2,10,20,4,142,152,191,3,70.67,1022,8,3,161.6666667
44806,2015,2,10,21,4,148,151,210,3,75.67,1023,7,5,169.6666667
44807,2015,2,10,22,4,152,164,208,3,70.67,1023,8,7,174.6666667
44808,2015,2,10,23,4,145,167,215,3,70.67,1023,8,9,175.6666667
44809,2015,2,11,0,4,164,166,211,3,70.67,1023,8,12,180.3333333
44810,2015,2,11,1,4,182,171,209,3,75.67,1023,7,14,187.3333333
44811,2015,2,11,2,4,178,169,215,2,75.49,1023,6,15,187.3333333
44812,2015,2,11,3,4,180,156,208,2,86.79,1022,4,2,181.3333333
44813,2015,2,11,4,4,170,147,201,2,86.79,1023,4,0,172.6666667
44814,2015,2,11,5,4,164,140,205,2,93.13,1023,3,0,169.6666667
44815,2015,2,11,6,4,157,144,206,2,86.79,1023,4,0,169
44816,2015,2,11,7,4,160,140,196,2,93.13,1023,3,0,165.3333333
44817,2015,2,11,8,4,169,139,201,1,93.08,1024,2,0,169.6666667
44818,2015,2,11,9,4,183,159,199,2,93.13,1024,3,1,180.3333333
44819,2015,2,11,10,4,168,175,198,2,86.79,1024,4,2,180.3333333
44820,2015,2,11,11,4,151,173,173,4,86.99,1024,6,1,165.6666667
44821,2015,2,11,12,4,143,148,165,4,58.03,1023,12,2,152
44822,2015,2,11,13,4,119,119,127,3,47.46,1021,14,3,121.6666667
44823,2015,2,11,14,4,101,111,120,2,41.43,1020,15,3,110.6666667
44824,2015,2,11,15,4,99,100,113,1,33.95,1019,17,5,104
44825,2015,2,11,16,4,92,95,114,-1,29.35,1018,17,3,100.3333333
44826,2015,2,11,17,4,91,76,92,1,33.95,1018,17,2,86.33333333
44827,2015,2,11,18,4,80,80,87,1,36.17,1018,16,2,82.33333333
44828,2015,2,11,19,4,81,87,112,0,38.26,1019,14,2,93.33333333
44829,2015,2,11,20,4,84,95,122,1,41.14,1020,14,2,100.3333333
44830,2015,2,11,21,4,86,92,118,1,43.9,1020,13,1,98.66666667
44831,2015,2,11,22,4,92,96,116,2,70.47,1021,7,1,101.3333333
44832,2015,2,11,23,4,96,96,137,3,75.67,1021,7,2,109.6666667
44833,2015,2,12,0,4,103,100,170,3,81.06,1021,6,2,124.3333333
44834,2015,2,12,1,4,113,96,147,2,80.92,1021,5,2,118.6666667
44835,2015,2,12,2,4,119,93,143,3,86.89,1020,5,2,118.3333333
44836,2015,2,12,3,4,117,97,138,2,86.79,1019,4,2,117.3333333
44837,2015,2,12,4,4,114,100,139,2,86.79,1019,4,2,117.6666667
44838,2015,2,12,5,4,117,103,143,1,86.68,1018,3,2,121
44839,2015,2,12,6,4,121,101,143,1,86.68,1017,3,2,121.6666667
44840,2015,2,12,7,4,116,103,137,1,93.08,1018,2,1,118.6666667
44841,2015,2,12,8,4,127,118,145,2,93.13,1018,3,2,130
44842,2015,2,12,9,4,156,141,153,4,93.24,1019,5,1,150
44843,2015,2,12,10,4,154,176,164,5,76.01,1019,9,1,164.6666667
44844,2015,2,12,11,4,160,175,197,4,58.03,1019,12,2,177.3333333
44845,2015,2,12,12,4,171,151,151,4,50.92,1018,14,3,157.6666667
44846,2015,2,12,13,4,154,139,141,4,47.74,1017,15,5,144.6666667
44847,2015,2,12,14,4,139,119,131,3,41.73,1016,16,8,129.6666667
44848,2015,2,12,15,4,126,118,123,3,41.73,1015,16,11,122.3333333
44849,2015,2,12,16,4,128,121,153,3,41.73,1014,16,14,134
44850,2015,2,12,17,4,137,127,142,2,38.86,1014,16,17,135.3333333
44851,2015,2,12,18,4,140,132,167,3,44.49,1014,15,20,146.3333333
44852,2015,2,12,19,4,137,135,173,4,54.35,1015,13,1,148.3333333
44853,2015,2,12,20,4,136,135,165,5,66.49,1016,11,2,145.3333333
44854,2015,2,12,21,4,140,144,161,4,70.88,1017,9,3,148.3333333
44855,2015,2,12,22,4,148,145,177,5,76.01,1017,9,1,156.6666667
44856,2015,2,12,23,4,152,143,183,4,81.2,1017,7,0,159.3333333
44857,2015,2,13,0,4,156,135,196,4,81.2,1017,7,1,162.3333333
44858,2015,2,13,1,4,166,150,218,4,81.2,1017,7,2,178
44859,2015,2,13,2,4,171,151,221,4,81.2,1017,7,0,181
44860,2015,2,13,3,4,205,157,222,5,81.34,1016,8,1,194.6666667
44861,2015,2,13,4,4,201,167,245,5,81.34,1016,8,1,204.3333333
44862,2015,2,13,5,4,199,168,242,5,81.34,1016,8,1,203
44863,2015,2,13,6,4,193,170,231,5,81.34,1016,8,1,198
44864,2015,2,13,7,4,178,170,205,5,81.34,1016,8,1,184.3333333
44865,2015,2,13,8,4,162,178,177,5,87.09,1016,7,1,172.3333333
44866,2015,2,13,9,4,153,185,167,6,81.48,1017,9,2,168.3333333
44867,2015,2,13,10,4,142,171,150,7,81.61,1017,10,2,154.3333333
44868,2015,2,13,11,4,123,147,179,7,76.35,1017,11,3,149.6666667
44869,2015,2,13,12,4,108,129,136,7,66.93,1017,13,5,124.3333333
44870,2015,2,13,13,4,103,119,136,6,54.88,1016,15,3,119.3333333
44871,2015,2,13,14,4,108,114,112,5,51.2,1014,15,2,111.3333333
44872,2015,2,13,15,4,110,128,127,5,48.03,1013,16,4,121.6666667
44873,2015,2,13,16,4,120,132,157,3,39.16,1012,17,6,136.3333333
44874,2015,2,13,17,4,152,132,172,5,48.03,1012,16,2,152
44875,2015,2,13,18,4,148,95,139,5,51.2,1012,15,4,127.3333333
44876,2015,2,13,19,4,101,100,121,5,51.2,1013,15,1,107.3333333
44877,2015,2,13,20,4,99,111,129,5,54.62,1013,14,3,113
44878,2015,2,13,21,4,112,118,147,5,54.62,1014,14,5,125.6666667
44879,2015,2,13,22,4,125,123,150,6,62.48,1014,13,8,132.6666667
44880,2015,2,13,23,4,120,130,151,6,62.48,1014,13,10,133.6666667
44881,2015,2,14,0,4,117,133,158,6,62.48,1013,13,2,136
44882,2015,2,14,1,4,142,154,160,6,71.27,1012,11,0,152
44883,2015,2,14,2,4,213,154,165,6,76.18,1011,10,1,177.3333333
44884,2015,2,14,3,4,219,137,208,6,81.48,1011,9,2,188
44885,2015,2,14,4,4,215,127,183,6,81.48,1010,9,0,175
44886,2015,2,14,5,4,210,127,158,5,87.09,1010,7,0,165
44887,2015,2,14,6,4,163,124,153,5,87.09,1009,7,1,146.6666667
44888,2015,2,14,7,4,142,112,178,5,87.09,1009,7,3,144
44889,2015,2,14,8,4,150,107,174,4,86.99,1010,6,0,143.6666667
44890,2015,2,14,9,4,190,133,160,7,93.4,1010,8,0,161
44891,2015,2,14,10,4,194,156,177,9,87.47,1010,11,0,175.6666667
44892,2015,2,14,11,4,193,168,187,7,66.93,1010,13,0,182.6666667
44893,2015,2,14,12,4,185,155,189,6,54.88,1009,15,1,176.3333333
44894,2015,2,14,13,4,197,134,176,5,48.03,1008,16,2,169
44895,2015,2,14,14,4,195,136,227,6,51.48,1007,16,1,186
44896,2015,2,14,15,4,182,155,208,6,51.48,1007,16,2,181.6666667
44897,2015,2,14,16,4,171,166,197,5,48.03,1006,16,0,178
44898,2015,2,14,17,4,162,151,196,5,45.07,1006,17,2,169.6666667
44899,2015,2,14,18,4,147,144,178,5,51.2,1007,15,1,156.3333333
44900,2015,2,14,19,4,138,136,165,5,54.62,1008,14,1,146.3333333
44901,2015,2,14,20,4,134,146,171,6,66.71,1009,12,2,150.3333333
44902,2015,2,14,21,4,132,155,163,6,71.27,1011,11,4,150
44903,2015,2,14,22,4,139,158,174,5,71.07,1011,10,5,157
44904,2015,2,14,23,4,139,153,173,5,81.34,1012,8,1,155
44905,2015,2,15,0,4,148,151,179,6,81.48,1012,9,1,159.3333333
44906,2015,2,15,1,4,158,156,182,6,81.48,1013,9,1,165.3333333
44907,2015,2,15,2,4,155,160,170,5,76.01,1013,9,1,161.6666667
44908,2015,2,15,3,4,142,159,165,5,87.09,1013,7,1,155.3333333
44909,2015,2,15,4,4,128,156,157,5,81.34,1012,8,2,147
44910,2015,2,15,5,4,121,151,182,3,81.06,1013,6,0,151.3333333
44911,2015,2,15,6,4,139,138,188,5,87.09,1013,7,2,155
44912,2015,2,15,7,4,144,143,202,5,87.09,1015,7,4,163
44913,2015,2,15,8,4,136,164,189,5,87.09,1016,7,1,163
44914,2015,2,15,9,4,149,170,181,6,81.48,1017,9,2,166.6666667
44915,2015,2,15,10,4,155,163,177,7,76.35,1018,11,3,165
44916,2015,2,15,11,4,142,181,171,6,62.48,1019,13,4,164.6666667
44917,2015,2,15,12,4,131,171,171,7,55.15,1019,16,6,157.6666667
44918,2015,2,15,13,4,128,145,136,6,45.36,1018,18,7,136.3333333
44919,2015,2,15,14,4,107,123,117,4,37.06,1017,19,8,115.6666667
44920,2015,2,15,15,4,77,90,110,1,29.94,1016,19,9,92.33333333
44921,2015,2,15,16,4,83,74,91,1,29.94,1016,19,2,82.66666667
44922,2015,2,15,17,4,86,80,97,0,29.65,1016,18,5,87.66666667
44923,2015,2,15,18,4,71,84,103,0,29.65,1017,18,7,86
44924,2015,2,15,19,4,64,80,93,4,47.74,1018,15,0,79
44925,2015,2,15,20,4,79,80,93,-1,31.28,1019,16,3,84
44926,2015,2,15,21,4,83,83,96,5,58.29,1020,13,0,87.33333333
44927,2015,2,15,22,4,85,87,114,7,66.93,1021,13,0,95.33333333
44928,2015,2,15,23,4,94,82,108,7,66.93,1022,13,3,94.66666667
